ch,gain,gain_err,intercept,intercept_err
0,35.452290471289245,2.050255242375715,3.552713683558001e-15,3.55271368356575e-16
1,37.31540228344125,1.8369140584701922,-1.1755662893782712,0.11762723271740946
2,34.906060489624,1.7458572813246485,3.552713683558001e-15,3.55271368356575e-16
3,34.83125457782379,1.7427630089300135,3.552713678800501e-15,3.55271368356575e-16
4,34.83125457782379,1.7427630089300135,3.552713678800501e-15,3.55271368356575e-16
5,34.29817714389175,1.746699589045905,1.176211799216832,0.11762485594625735
6,34.52625607823607,1.6687818730929553,-2.35548899866308,0.2350877066236487
7,34.53502539778649,1.6972708397861482,-1.1770832339959056,0.11762260355912864
8,33.627673018334335,1.6518402947587587,-1.176064949915141,0.11762176365053771
9,33.66603350558317,1.6837338435395515,3.552713678800501e-15,3.55271368356575e-16
10,33.257086179149994,1.6628883123426326,3.552713678800501e-15,3.55271368356575e-16
11,33.10817372581002,1.6256387168744166,-1.1766734196219975,0.11762038833700027
12,31.611564989687064,1.6123245430484014,1.1772638242840598,0.1176223971528923
13,33.632890330150346,1.6244326940278726,-2.3512220353155677,0.23508042106639107
14,31.665718903824594,1.6489777116014175,2.3545008157547835,0.2351101541034273
15,31.348099225842997,1.5683209341827518,3.552713678800501e-15,3.55271368356575e-16
16,35.264545982691175,1.7337440709763094,-1.177203760078828,0.11762261716431631
17,34.553491422932126,1.759820868982761,1.1759039112459526,0.11762503541157535
18,34.7859829961626,1.682016854812204,-2.3590283714566183,0.235076970498263
19,33.61702105922853,1.7122270887141813,1.1768325980766758,0.11762432056890143
20,33.97218106214421,1.6995067275864868,3.552713678800501e-15,3.55271368356575e-16
21,33.113676987614255,1.6872444918708558,1.1762861331940095,0.11762315078521766
22,33.33433253556599,1.698331909647795,1.1761781763424841,0.11762324147842984
23,33.257086179149994,1.6628883123426326,3.552713678800501e-15,3.55271368356575e-16
24,33.329842415075525,1.666535876254919,3.552713678800501e-15,3.55271368356575e-16
25,33.01233665595801,1.6208699595603913,-1.1765749409534594,0.11762031894784016
26,33.01372984740584,1.6506986554202725,3.552713678800501e-15,3.55271368356575e-16
27,30.000329879851915,1.5357983595069613,1.173011907649499,0.11761526509624377
28,29.80519362863562,1.493370070118865,3.552713678800501e-15,3.55271368356575e-16
29,29.703327022413838,1.554314502661209,2.341319783575878,0.2350522377085718
30,31.289436482825877,1.5360771558658834,-1.1753265915791744,0.11761931377328057
31,28.823719990295153,1.6660478639636727,3.552713683558001e-15,3.55271368356575e-16
32,25.204348262781966,1.466247891551434,0.29405243544641907,0.02941127464428845
33,26.965490678300387,1.3287948803636924,-0.7650128104984395,0.07645950406613702
34,26.061547267365384,1.3110620483034967,0.2940542090348982,0.029411126410656446
35,27.372452656312586,1.376350566250976,0.29413333195900065,0.029411201864595404
36,26.773575225811665,1.346534467512357,0.294084865310304,0.02941116884296102
37,25.7728206774535,1.2992094483999654,0.2938751160611507,0.02941105576958381
38,27.79782675298128,1.3708498650227714,-0.7644175176730156,0.07646076327420923
39,27.346064796524818,1.3753965412246059,0.29411427508118027,0.02941120626167814
40,28.050784920534817,1.4104325526635577,0.29407888304106494,0.029411214598299054
41,27.010023909487543,1.232789769444425,1.17658114462255,0.1176031526463944
42,26.817517719744437,1.34889063261205,0.29415293724453684,0.029411196931517503
43,27.24959850323814,1.3438529730294038,-0.7641446379769814,0.07646060264489125
44,26.81184147811007,1.3485352172917404,0.294076444438631,0.029411172352541974
45,26.775673620523477,1.3766071013450438,1.3506135124363186,0.13523696619238412
46,27.287682642142066,1.3724934543045368,0.2940493982305039,0.02941117891553899
47,26.668781561341056,1.3711625228063906,1.3507667567159682,0.1352368873015942
48,24.571441546480774,1.239001514203603,0.2938562040119676,0.029410991680785446
49,26.876646444019247,1.351645424649635,0.2941594260517015,0.029411195437488637
50,27.171920522585925,1.3663327435708508,0.29414260378141466,0.029411199429306967
51,26.460751177567815,1.3309143316321304,0.2941021303623523,0.029411165336773258
52,26.348588159465713,1.3564335008479094,1.3492905698225703,0.1352337310871508
53,28.613376621476988,1.4117099313055514,-0.7642920562028396,0.07646138919098103
54,26.751051274464494,1.3454148612116832,0.294084409510868,0.029411169597349338
55,26.885160260895475,1.3521008393838612,0.2940828605629462,0.029411169714741055
56,28.043772404362073,1.3827320637029803,-0.7649846706903032,0.0764603356397096
57,29.948797058959926,1.4530022537760834,-1.8217964739923074,0.1822313401703105
58,28.24166289183952,1.4210881287224821,0.2939824137685297,0.029411195117125713
59,29.612297287047674,1.4888703882722958,0.29406313434443193,0.02941125798866716
60,29.140760837003196,1.467677578420886,0.29390703140399776,0.02941121499799684
61,29.466958527784367,1.4824973721309904,0.2939788560988881,0.02941123936984469
62,28.324909910194474,1.4243522212635045,0.2940490209194987,0.029411222692352842
63,30.99788792621625,1.800185011087746,0.29410360004946107,0.029411447451344042
64,35.514330542452974,2.0218189154586694,-0.8335869715115276,0.08332761117468013
65,34.768177935550476,1.7177567574671482,-0.8340715736609574,0.08332461893464874
66,35.87638909290635,1.772655312689177,-0.8336092121073768,0.0833251803847204
67,36.76074245664823,1.8169040808818762,-0.8332823000975905,0.0833257497559102
68,35.51092936336587,1.844693730771192,2.498125023108598,0.249808835472534
69,37.169948134819585,1.8376910911443238,-0.8329910919090839,0.08332627360737267
70,36.80933625353794,1.8199642687802675,-0.8328194398003492,0.08332618263419667
71,35.308606596867016,1.834415604826298,2.49848533545908,0.24980897866695878
72,35.370682925673314,1.748136686343592,-0.8341328907497603,0.08332462543243027
73,35.70632053360989,1.8079847341441675,0.8329899577113078,0.08332581092719607
74,35.69040750686952,1.763440516158168,-0.8336987254290312,0.08332524742275413
75,35.30036206212644,1.7874169724807687,0.8331560462248709,0.08332573664626035
76,35.10368048533877,1.7773414763557744,0.8332721365908883,0.08332566115252807
77,35.10368048533877,1.7773414763557744,0.8332721365908883,0.08332566115252807
78,35.0,1.7721014141496307,0.8333333333333357,0.08332562206051124
79,33.2212393415338,1.68427639334636,0.8326173802509083,0.08332438373288868
80,29.791784528311457,1.3159248389949267,-0.8331179972768903,0.08331905077092737
81,27.824740130468776,1.2624812306930475,0.8324923905675655,0.083317572081367
82,30.000000000000004,1.294682320176503,-2.4999999999999964,0.24958360411910077
83,29.895184795872822,1.4736235465235217,-0.8332415692680896,0.0833219018954905
84,29.099172506308086,1.3206256796369606,0.8318757786855003,0.0833180191055032
85,30.0,1.5221657452737358,0.8333333333333357,0.08332290114157709
86,29.940800391095845,1.3564758112753128,0.8334048022642991,0.08332030968055434
87,27.989884022441114,1.3108463656710374,2.4811421941802636,0.2495873669540291
88,30.28918646420378,1.4933746643336794,-0.8335865116742328,0.08332217093948947
89,30.298445101630424,1.537432718674505,0.8330951458507111,0.08332307897098326
90,31.759161804223147,1.5669161282568873,-0.8332645325000109,0.0833231006473415
91,30.70270330609579,1.557958706335855,0.8328714693090558,0.08332319604964043
92,30.806198904759828,1.56507611024477,0.8320142044917488,0.08332255193487598
93,31.894722607544843,1.5736847954404007,-0.8333376094865308,0.08332313791518857
94,31.08323123902789,1.8254651043796701,0.8328716817150248,0.08332620415831078
95,27.3844091719831,1.55752646579315,-0.8352036015919249,0.08332335339821817
96,30.0,1.7962095446391668,1.75,0.17493432496507352
97,29.340846940326944,1.514826025758191,1.750654578099116,0.17490711246661897
98,30.0,1.7409238010258818,0.25,0.024999793651085615
99,28.97238528991288,1.4554172295099819,0.25004379996578835,0.024999701522655918
100,30.24343788931848,1.5599855087216725,1.7494449045941272,0.17490830269795724
101,28.501153790342116,1.4744950053646984,1.746886048346068,0.17489173520835688
102,29.409969168901288,1.477361400846323,0.2500162672946167,0.024999706505289085
103,29.547394939015405,1.4840502040042676,0.250027605439902,0.02499970476981313
104,29.80443416773632,1.4968439732861796,0.25001450974797484,0.024999706608887444
105,30.18148365804653,1.5157332788173348,0.24998653503502874,0.024999712890678663
106,29.547394939015405,1.4840502040042676,0.250027605439902,0.02499970476981313
107,29.7363015449157,1.4935110609609035,0.25001351373705016,0.024999707615236767
108,30.238695039104154,1.518656424363847,0.24998776761139024,0.024999711720359617
109,30.34989826618053,1.5244189514508109,0.24997403972479348,0.024999715732882895
110,30.18665094109747,1.5571048672078058,1.7493756066754582,0.1749086772931601
111,30.18148365804653,1.5157332788173348,0.24998653503502874,0.024999712890678663
112,28.97238528991288,1.4554172295099819,0.25004379996578835,0.024999701522655918
113,28.76239338700347,1.487644312992524,1.7461784220188312,0.1748925524315635
114,28.38687504680004,1.4267135589916162,0.2499183906851371,0.024999659865809012
115,29.547394939015405,1.4840502040042676,0.250027605439902,0.02499970476981313
116,29.345300744810597,1.474156674572809,0.25001529136631906,0.024999707659414245
117,29.556817015092754,1.44681586959352,-1.2492610381903846,0.12496008734483748
118,29.409969168901288,1.477361400846323,0.2500162672946167,0.024999706505289085
119,28.417472507420875,1.4700101915642698,1.7463164114808447,0.17489252902484254
120,29.346939787672493,1.5180645768335777,1.744199932104597,0.17489563829882404
121,28.814367815915713,1.4907985965414738,1.7450192557233675,0.17489447047389753
122,30.426108328506547,1.528060882345956,0.24997393101683535,0.024999714944467885
123,29.346939787672493,1.5180645768335777,1.744199932104597,0.17489563829882404
124,30.178614798773193,1.5580024797583911,1.7483184940504426,0.17491018638713846
125,30.436213654255074,1.569781430297486,1.7488032878018442,0.17490927407517468
126,30.994680591443938,1.5979730073242533,1.7481092521048136,0.17491020997772297
127,29.731206714272414,1.5383828227161132,1.742973892463017,0.17489750588500413
